threshold,tp_threshold,sl_threshold,tp_sell,sl_sell,CAGR,MDD,Sharpe,Sortino,CumulativeReturn,Trades,HitDays,NumTP,NumSL
-4.1,15.0,-25.0,100.0,25.0,0.07883161969903174,-0.5514786195358633,0.0,0.0,0.9737735939090633,252.0,252.0,51.0,8.0
-4.1,15.0,-25.0,100.0,50.0,0.08110423070355188,-0.5408887742148232,0.0,0.0,1.0113459717196798,252.0,252.0,49.0,7.0
-4.1,15.0,-25.0,100.0,75.0,0.08006244078540914,-0.4959324055995651,0.0,0.0,0.9940442296640779,252.0,252.0,48.0,6.0
-4.1,15.0,-25.0,100.0,100.0,0.07874691001198775,-0.4959324055995651,0.0,0.0,0.9723852508562247,252.0,252.0,51.0,6.0
-4.1,15.0,-20.0,25.0,25.0,0.08064582967501432,-0.7538087694721973,0.0,0.0,1.0037166190984759,252.0,252.0,51.0,15.0
-4.1,15.0,-20.0,25.0,50.0,0.08602077931681573,-0.7075172862554642,0.0,0.0,1.094811799713757,252.0,252.0,54.0,15.0
-4.1,15.0,-20.0,25.0,75.0,0.08858893616093133,-0.7124460599054174,0.0,0.0,1.139621838629573,252.0,252.0,55.0,14.0
-4.1,15.0,-20.0,25.0,100.0,0.0927879831561722,-0.6963613038549585,0.0,0.0,1.2147246600899915,252.0,252.0,55.0,11.0
-4.1,15.0,-20.0,50.0,25.0,0.07933726228206939,-0.7137231495265042,0.0,0.0,0.982078858065013,252.0,252.0,59.0,14.0
-4.1,15.0,-20.0,50.0,50.0,0.08017084825262999,-0.7049635192307295,0.0,0.0,0.995838444405353,252.0,252.0,60.0,14.0
-4.1,15.0,-20.0,50.0,75.0,0.0835886752157875,-0.6907945436930236,0.0,0.0,1.053146326915403,252.0,252.0,57.0,11.0
-4.1,15.0,-20.0,50.0,100.0,0.0846293828390916,-0.6764561693092815,0.0,0.0,1.070884168942341,252.0,252.0,60.0,9.0
-4.1,15.0,-20.0,75.0,25.0,0.07789275031089793,-0.6295202721679904,0.0,0.0,0.9584344674509448,252.0,252.0,58.0,12.0
-4.1,15.0,-20.0,75.0,50.0,0.07851006462526033,-0.6301421370282112,0.0,0.0,0.968508093995406,252.0,252.0,58.0,12.0
-4.1,15.0,-20.0,75.0,75.0,0.08104824569247682,-0.5773122898643628,0.0,0.0,1.0104128092952962,252.0,252.0,56.0,11.0
-4.1,15.0,-20.0,75.0,100.0,0.08120608515290706,-0.595086460903987,0.0,0.0,1.0130446763529704,252.0,252.0,58.0,8.0
-4.1,15.0,-20.0,100.0,25.0,0.07700098311242942,-0.5514786195358633,0.0,0.0,0.9439630538043968,252.0,252.0,50.0,9.0
-4.1,15.0,-20.0,100.0,50.0,0.07642915124799265,-0.5408887742148232,0.0,0.0,0.9347335501289848,252.0,252.0,49.0,9.0
-4.1,15.0,-20.0,100.0,75.0,0.07996590622330602,-0.4959324055995651,0.0,0.0,0.9924477255939743,252.0,252.0,48.0,8.0
-4.1,15.0,-20.0,100.0,100.0,0.08199722661102493,-0.4959324055995651,0.0,0.0,1.0262826067229218,252.0,252.0,52.0,6.0
-4.1,15.0,-15.0,25.0,25.0,0.08105657267783051,-0.7346062404957563,0.0,0.0,1.0105515797666857,252.0,252.0,59.0,26.0
-4.1,15.0,-15.0,25.0,50.0,0.08310817481847255,-0.7117626072717189,0.0,0.0,1.045002312729482,252.0,252.0,59.0,23.0
-4.1,15.0,-15.0,25.0,75.0,0.08131033269199772,-0.6821882849710067,0.0,0.0,1.0147846120884139,252.0,252.0,59.0,21.0
-4.1,15.0,-15.0,25.0,100.0,0.084791029605644,-0.6606358557477618,0.0,0.0,1.073651460346217,252.0,252.0,64.0,16.0
-4.1,15.0,-15.0,50.0,25.0,0.0799532116341024,-0.7072456840233778,0.0,0.0,0.992237864949223,252.0,252.0,60.0,21.0
-4.1,15.0,-15.0,50.0,50.0,0.08101016836898034,-0.6827068292000598,0.0,0.0,1.009778353349224,252.0,252.0,60.0,20.0
-4.1,15.0,-15.0,50.0,75.0,0.0828171709934491,-0.6454861695043523,0.0,0.0,1.040084046547793,252.0,252.0,60.0,18.0
-4.1,15.0,-15.0,50.0,100.0,0.08314111679221048,-0.6242123511859765,0.0,0.0,1.04555972938988,252.0,252.0,65.0,14.0
-4.1,15.0,-15.0,75.0,25.0,0.08002410220639655,-0.6163254973609895,0.0,0.0,0.9934100440975862,252.0,252.0,63.0,19.0
-4.1,15.0,-15.0,75.0,50.0,0.08062103084390237,-0.5902586372767187,0.0,0.0,1.0033046162299364,252.0,252.0,61.0,18.0
-4.1,15.0,-15.0,75.0,75.0,0.08239293353884847,-0.5450604600220865,0.0,0.0,1.032932820407681,252.0,252.0,58.0,17.0
-4.1,15.0,-15.0,75.0,100.0,0.08259348007788603,-0.521535833109173,0.0,0.0,1.036310584749962,252.0,252.0,61.0,13.0
-4.1,15.0,-15.0,100.0,25.0,0.07988130690390305,-0.5424568092694972,0.0,0.0,0.9910495422459129,252.0,252.0,56.0,17.0
-4.1,15.0,-15.0,100.0,50.0,0.07981066155699112,-0.5113713077486823,0.0,0.0,0.9898826458536445,252.0,252.0,55.0,17.0
-4.1,15.0,-15.0,100.0,75.0,0.08152722223517173,-0.4574711447353883,0.0,0.0,1.0184088728263818,252.0,252.0,55.0,16.0
-4.1,15.0,-15.0,100.0,100.0,0.08150674926155488,-0.42296116445244825,0.0,0.0,1.018066518614468,252.0,252.0,57.0,13.0
-4.1,15.0,-10.0,25.0,25.0,0.07946685588759839,-0.71833722464823,0.0,0.0,0.9842124466650621,252.0,252.0,65.0,42.0
-4.1,15.0,-10.0,25.0,50.0,0.0780782068998147,-0.6876697156087443,0.0,0.0,0.9614560119196784,252.0,252.0,67.0,39.0
-4.1,15.0,-10.0,25.0,75.0,0.07971918574461623,-0.6521837938477912,0.0,0.0,0.9883725814633029,252.0,252.0,64.0,33.0
-4.1,15.0,-10.0,25.0,100.0,0.08196039539541577,-0.6261852716765232,0.0,0.0,1.0256646090239858,252.0,252.0,62.0,27.0
-4.1,15.0,-10.0,50.0,25.0,0.07772134655033835,-0.677680228568445,0.0,0.0,0.9556455559088886,252.0,252.0,71.0,39.0
-4.1,15.0,-10.0,50.0,50.0,0.07939414378843246,-0.6365625636152072,0.0,0.0,0.9830150862975153,252.0,252.0,71.0,33.0
-4.1,15.0,-10.0,50.0,75.0,0.0795529821450014,-0.6497268679409804,0.0,0.0,0.9856315307960068,252.0,252.0,66.0,30.0
-4.1,15.0,-10.0,50.0,100.0,0.08068810528381953,-0.6242123511859765,0.0,0.0,1.0044191512405387,252.0,252.0,66.0,27.0
-4.1,15.0,-10.0,75.0,25.0,0.07971160594550386,-0.6229309862217266,0.0,0.0,0.9882475013436742,252.0,252.0,66.0,32.0
-4.1,15.0,-10.0,75.0,50.0,0.08021001489889024,-0.5902586372767187,0.0,0.0,0.9964870307203586,252.0,252.0,64.0,30.0
-4.1,15.0,-10.0,75.0,75.0,0.08100792363948184,-0.5450604600220865,0.0,0.0,1.0097409565364601,252.0,252.0,64.0,27.0
-4.1,15.0,-10.0,75.0,100.0,0.08284258512919762,-0.5161219908471888,0.0,0.0,1.0405131525855964,252.0,252.0,61.0,24.0
